id,description
185,"Hills t-shirt - Head for the hills wearing the simply-designed Hills T-Shirt. Artist Mary Helt's modern graphic is printed with PVC- and phthalate-free inks on a canvas of 100% organic cotton. The lightweight shirt's Anika fit features a longer torso that's form-fitting, shorter sleeves and wide, deep neckline. Ringspun fabric yarns and taped shoulder seams add softness. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(112 g 3.9 oz)<br><br>Made in USA."
186,"Inga shorts - Long rides continue after the session's over with the Inga Shorts. An extended 11"" inseam and pinstripe organic cotton canvas offer a graceful alternative to denim. The slim-fitting shorts have a low rise and shaped waistband, plus five-pocket jean styling and topstitching for a durable finish. With a zip fly and button closure. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Soft, sturdy organic cotton canvas""</li> <li>Shaped waistband with belt loops; zip fly with logo shank button closure</li> <li>Five-pocket-jean styling and topstitching</li> <li>Low rise</li> <li>""Inseam is 11""""""</li></ul><br><br><b>Fabric: </b>8.7-oz 100% organic cotton canvas. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(305 g 10.6 oz)<br><br>Made in Thailand."
187,"Inter-continental capris - Inter-Continental Capris recover quickly from night flights and sudden downpours because, unlike the rest of us, they are made from a stretch-woven blend of 52% nylon/48% polyester and have a DWR (durable water repellent) finish. The capris feature a seamless waistband and a zip fly with button closure. With two front slant pockets and two zippered welted security pockets - one on the right side and one in back. Regular rise; inseam (size 8) is 24"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Mechanical stretch-woven fabric with DWR (durable water repellent) finish</li> <li>""1"""" waistband (with belt loops); zip fly with button closure""</li> <li>Two front pockets; zippered welted back and side pockets</li> <li>Forward-angled side seams</li> <li>Regular rise</li> <li>""Inseam is 24""""""</li></ul><br><br><b>Fabric: </b>4.5-oz 52% nylon/48% polyester with DWR finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(253 g 8.8 oz)<br><br>Made in Vietnam."
188,"Inter-continental pants - long - You'll like the flattering drape of these lightweight pants made from a stretch-woven blend of 52% nylon/48% polyester. The fabric recovers quickly from prolonged sittings and has a DWR (durable water repellent) finish that sheds water. For extra versatility, the legs roll up to a capri length and fasten with snap closures. With two front slant pockets and one back security pocket. Regular rise; inseam (size 8) is 31"". Recyclable through the Common Threads Recycyling Program.<br><br><b>Details:</b><ul> <li>""Mechanical stretch-woven fabric with DWR (durable water repellent) finish; 1"""" waistband (with belt loops)""</li> <li>Zip fly with button closure</li> <li>Quarter-top front pockets; zippered welted back pockets</li> <li>Forward-angled side seams</li> <li>Legs fasten with self-fabric tab and snap for capri length</li> <li>Regular rise</li> <li>""Inseam is 33""""""</li></ul><br><br><b>Fabric: </b>4.5-oz 52% nylon/48% polyester with DWR finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>283 g (10 oz)<br><br>Made in Vietnam."
189,"Island hemp pants - A solid choice for evening horseshoes, the Island Hemp Pants have a linen-like drape that's confident, never clingy. Made from a blend of hemp and organic cotton (55%/45%) plain weave, the pants have a regular rise with a wide leg silhouette. Comes with a zip fly and double-button front closure; the waistband has belt loops and a drawcord for added adjustability. Roomy, drop-in front patch pockets provide storage. Back patch pockets with button closures lend style. Inseam (size 8) is 32"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Hemp is soft with a linen-like drape</li> <li>Zip fly with double-button closure</li> <li>Waistband with belt loops; drawcord for added adjustability</li> <li>Drop-in front patch pockets; back patch pockets with button closure</li> <li>Regular rise</li> <li>""Inseam (size 8) is 32""""""</li></ul><br><br><b>Fabric: </b>4-oz 55% hemp/45% organic cotton plain weave. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(288 g 10 oz)<br><br>Made in China."
190,"Island hemp skirt - The Island Hemp Skirt brings freestyle comfort to any creekside rock-skipping session. The skirt's summer-weight hemp/organic cotton (55%/45%) fabric blend has a soft, linen-like drape. Cut on the bias, it has a zip fly with double-button closure and a shaped waistband with adjustable drawcord. Two back patch pockets with button closures hold skipping rocks. Falls below the knee with a waist-to-hem length of 30"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Hemp is soft with a linen-like drape</li> <li>Zip fly with double button closure</li> <li>Shaped waistband; drawcord for added adjustability</li> <li>Bias-cut for drape</li> <li>2 back patch pockets with button closure</li> <li>Falls below the knee</li> <li>""Waist-to-hem length 30""""""</li></ul><br><br><b>Fabric: </b>4-oz 55% hemp/45% organic cotton plain weave. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(204 g 7.1 oz)<br><br>Made in China."
191,"Island hemp top - The breezy Island Hemp Top takes you from soaring Sierra midday temps to cool twilight without crumpling. The tank's linen-like hand and bias cut increase air flow and create a flattering drape. Made from a summer-weight blend of hemp and organic cotton (55%/45%), the hip-length top has a coconut button closure down the center-back and a front yoke seam for shaping. Recyclable through the Common Threads Program.<br><br><b>Details:</b><ul> <li>Summer-weight blend of hemp and organic cotton with a linen-like feel</li> <li>Strappy top with coconut button closure down center-back</li> <li>Flattering yoke seam for shaping</li> <li>""Delicate print, with solid contrast straps""</li> <li>Hip length</li></ul><br><br><b>Fabric: </b>4-oz 55% hemp/45% organic cotton plain weave. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(118 g 4.1 oz)<br><br>Made in China."
192,"Lithia dress - Celebrate the Summer Solstice with a dress that makes the most of longer days. The summer-weight Lithia Dress is made from a blend of organic cotton (55%) and Tencel (45%) that's soft, fluttery and flowing. With a bodice that gathers at the neck, the dress has a full, built-in shelf bra for ease and comfort. An elasticized waist, separate tie belt and an A-line drape add femininity. Front and back handkerchief hemline falls below the knee. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Soft-handed jersey knit with smooth drape</li> <li>Bodice gathers at neck front and back</li> <li>Elasticized waist with separate tie belt</li> <li>Beautiful A-line drape</li> <li>""Handkerchief hemline comes a to point, in both the front and back, below the knee""</li></ul><br><br><b>Fabric: </b>4.8-oz 55% organic cotton/45% Tencel. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(401 g 13.9 oz)<br><br>Made in Thailand."
193,"Lithia pants - Pull out the Lithia Pants after you've gotten your daily wave fix - the soft-handed fabric and smooth drape gently transition you back to the ""terrestrial world."" Made from a summery, lightweight organic cotton/Tencel (55%/45%) blend, the pants have a shirred waist with a wide cinched waistband that's adjustable with side ties on the right side. The relaxed leg and low rise offer a flattering fit; inseam (size M) is 32"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Soft-handed jersey knit with smooth drape</li> <li>""Flattering, wide, cinched waistband; adjustable on right side with ties""</li> <li>Relaxed leg</li> <li>Low rise</li> <li>""Inseam (size M) is 32""""""</li></ul><br><br><b>Fabric: </b>4.8-oz 55% organic cotton/45% Tencel. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(239 g 8.3 oz)<br><br>Made in Thailand."
194,"Lithia skirt - After packing the quiver, who has room for clothes? The versatile Lithia Skirt solves the space dilemma by functioning as both a skirt and a top. The multitasker's lightweight organic cotton (55%)/Tencel (45%) fabric is supersoft and scrunchable. As an A-line skirt, the doubled, shirred waistband cinches down with side ties on one side and falls just above the knee. As a top, the adjustable waistband becomes a bandeau-style bodice that ties behind the neck. Waist-to-hem length is 17"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Soft-handed jersey knit with smooth drape</li> <li>""Snug, wide, cinched waistband; adjustable on right side with ties""</li> <li>""A-line shape skirt, above the knee length""</li> <li>""17"""" length, waist to hem, when cinched""</li> <li>Skirt's doubled waistband becomes bandeau style bodice for top and ties behind the neck</li></ul><br><br><b>Fabric: </b>4.8-oz 55% organic cotton/45% Tencel. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(152 g 5.3 oz)<br><br>Made in Thailand."
195,"L/s rashguard - The 30-UPF fabric of our Long-Sleeved Rashguard keeps the sun from sizzling your skin. With a slim neckline, wide underarm panels and ergonomically placed seams. Made from a durable blend of 5.8-oz 84% all-recycled polyester/16% spandex.<br><br><b>Details:</b><ul> <li>Stretchy all-recycled polyester/spandex fabric offers protection against chafing and sun</li> <li>30-UPF sun protection</li> <li>Mock neck and set-in long sleeves with seamless underarm gussets and flat-seam construction</li></ul><br><br><b>Fabric: </b>5.8-oz 84% all-recycled polyester/16% spandex<br><br><b>Weight: </b>(164 g 5.7 oz)<br><br>Made in USA."
196,"L/s runshade top - Long days and scorching rays can't stop the cool, comfortable-wearing Runshade Top. Its moisture-wicking 100% polyester jersey is now more durable, provides 30-UPF sun protection, and dries quickly. A deep center-front zip (now with an invisible zipper) vents body heat, and the revised overall design retains feminine shaping without bulk. An updated, streamlined mini-stand-up collar has less bulk and still protects your neck from the sun, and raglan sleeves with side panels keep seams clear of pack straps. The stash pocket is now centered on the lower back and closes with an invisible zip. A reflective heat-transfer logo keeps you visible. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Moisture-wicking, Runshade fabric throughout is super soft and provides 30-UPF sun protection""</li> <li>Minimalist collar stand offers neck protection from the sun without adding bulk</li> <li>Deep center-front invisible zipper is clean-finished for next-to-skin comfort</li> <li>Raglan sleeves and side panels keep seams out of the way of pack straps</li> <li>Center-back zippered pocket</li> <li>Reflective heat-transfer logo</li></ul><br><br><b>Fabric: </b>4.3-oz 100% polyester jersey. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(170 g 5.9 oz)<br><br>Made in Vietnam."
197,"M10 jkt - Made for those who thrive on thin and technical climbs in full alpine conditions, the new M10 is a study in minimalism - and our lightest 3-layer hard shell. The soft, pliable waterproof/breathable nylon ripstop fabric yields superb durability for its weight and protects against monsoon-season precip and summit ridge gusts. Details include watertight zippers, a microfleece-lined neck and chin, an exterior zippered left-chest pocket, zippered handwarmer pockets that serve double-duty by extending into pit zips, and cuffs that adjust with hook-and-loop closures. A single pull adjusts the 3-way helmet-compatible hood (with laminated visor) - it's the little things that make life a joy when dealing with wooden fingers, a gloved hand and torrential spindrift. Slim fit for technical use over light-to-medium layers.<br><br><b>Details:</b><ul> <li>3-layer fabric with waterproof/breathable H2No barrier and Deluge DWR (durable water repellent) finish; laminated visor</li> <li>""Minimalist, single-pull 3-way-adjustable, helmet compatible hood; microfleece-lined neck and chin for comfort and enhanced protection of barrier""</li> <li>Watertight zippers for wet-weather performance</li> <li>Zippers on handwarmer pockets extend to pit zips for ventilation</li> <li>""Exterior, zippered left-chest pocket""</li> <li>Self-fabric hook-and-loop cuff closures</li> <li>Drawcord hem</li></ul><br><br><b>Fabric: </b>""3-layer, 2.2-oz 15-denier 100% nylon ripstop with a waterproof/breathable H2No barrier and a Deluge DWR finish""<br><br><b>Weight: </b>292 g (10.3 oz)<br><br>Made in Vietnam."
198,"Mandeville hoody - A going-places hoody. The Mandeville's soft, waffle knit is a supple blend of 40% organic cotton, 35% Tencel and 20% all-recycled polyester with 5% spandex for stretch. The rib-knit trimmed hood (with drawcord) opens to a full zip; the extra-wide rib-knit cuffs have thumb loops for attitude; the hem, also in a rib knit, hits at the lower hip. With handwarmer pockets. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Supersoft organic cotton/Tencel blend waffle-knit hoody with cotton twill drawcord in hood</li> <li>Rib knit trim on hood and hem</li> <li>Thumb loop in cuffs for warmth; front pockets</li> <li>Lower hip length</li></ul><br><br><b>Fabric: </b>6.3-oz 40% organic cotton/35% Tencel/20% all-recycled polyester/5% spandex. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(323 g 11.2 oz)<br><br>Made in Thailand."
199,"Margot dress - Dig the Margot out of your board bag, throw it on and head out for live salsa;  this super comfy dress is impervious to wrinkles or frump. Soft one-inch straps stay put and merge with a feminine, crossover V-front that supports. A flattering midriff is gathered for comfort; the slight A-line hem drapes to just above the knee. Made from our ultrasoft organic cotton (95%) with a touch of stretch (5% spandex). Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Organic stretch cotton</li> <li>Bra-friendly straps</li> <li>Deep V-front with crossover detail</li> <li>Shirred under-bust band lends support and style</li> <li>A-line hem falls above the knee</li></ul><br><br><b>Fabric: </b>6.2-oz 95% organic cotton/5% spandex. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(230 g 8 oz)<br><br>Made in Turkey."
200,"Merino 1 graphic t-shirt - Feels as good as a laugh. Our lightest merino layer, this silky-soft yet highly durable jersey-knit is made with 63% merino wool spun around a an all-recycled polyester (37%) core. Super-comfortable on its own in warm temperatures or beneath layers in cooler ones, it offers great technical performance: naturally resisting odor, moving moisture away from the skin and improving dry times, regulating body temperature, and maintaining a consistent stretch. The neck - with a smooth, self-fabric binding - invites ventilation but still covers a bra. We slow-wash our merino for next-to-skin softness. Machine-wash cold; lay flat to dry. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Slow-washed merino wool resists odor naturally, insulates even when wet, is durable, stretches and provides superior performance and softness; 16.5 micron-gauge yarn and jersey-knit construction for luxurious hand""</li> <li>""All-recycled polyester core wicks moisture, while wool next to skin controls odor""</li> <li>Softly scooped neckline ventilates while still covering bra</li> <li>Self-fabric neck binding for comfort</li> <li>Soft graphic print doesn't impede performance</li> <li>Straight hem</li> <li>""Machine-wash cold, lay flat to dry""</li></ul><br><br><b>Fabric: </b>3.2-oz (108-g) 63% 16.5 micron chlorine-free merino wool/37% all-recycled polyester. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>73 g (2.6 oz)<br><br>Made in USA."
201,"Merino 1 tank - Finespun and cool enough to lower the temperature of open trail runs, heated crags and the Laiki street market, this silky-soft yet highly durable jersey-knit tank is made with 63% merino wool spun around an all-recycled polyester (37%) core. Super-comfortable on its own in warm temperatures or beneath layers in cooler ones, it offers great technical performance: naturally resisting odor, moving moisture away from the skin and improving dry times, regulating body temperature, and maintaining a consistent stretch. The neck - with a smooth, self-fabric binding -invites ventilation but still covers a bra. We slow-wash our merino for next-to-skin softness. Machine-wash cold; lay flat to dry. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Slow-washed merino wool resists odor naturally, insulates even when wet, is durable, stretches and provides superior performance and softness""</li> <li>16.5 micron-gauge yarn and jersey-knit construction for luxurious hand</li> <li>""All-recycled polyester core wicks moisture, while wool next to skin controls odor""</li> <li>Softly scooped neckline ventilates while still covering bra</li> <li>Self-fabric neck and armhole binding for comfort</li> <li>Straight hem</li> <li>""Machine-wash cold, lay flat to dry""</li></ul><br><br><b>Fabric: </b>3.2-oz (108-g) 63% 16.5 micron chlorine-free merino wool/37% all-recycled polyester. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(60 g 2.1 oz)<br><br>Made in USA."
202,"Merino 2 crew - Be moved by the people and culture of a new place - but not in sticky, itchy clothes. Made from our most versatile merino layer for an active lifestyle in warm to cool weather, this lightweight crew features 73% merino wool spun around an all-recycled polyester (27%) core for a luxurious hand, an improved dry time and enduring strength. Inherently soft and comfortable, merino naturally resists odor, moves moisture away from the skin, regulates body temperature, and stretches. The wide cuff bands hold sleeves in place; side seams roll backward for a smooth fit; and arm seams are positioned to not interfere with pack straps. We slow-wash our merino for next-to-skin softness. Machine-wash cold; lay flat to dry. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Slow-washed merino wool resists odor naturally, insulates even when wet, is durable and stretches, provides superior performance and softness""</li> <li>18.5 micron-gauge yarn and jersey-knit construction for luxurious hand</li> <li>""All-recycled polyester core wicks moisture, while wool next to skin controls odor""</li> <li>Sleeve seams merge fluidly with collar out of the way of pack straps</li> <li>Wide cuff bands help keep sleeves in place when pulled up</li> <li>Side seams roll to the back to eliminate irritation</li> <li>""Machine-wash cold, lay flat to dry""</li></ul><br><br><b>Fabric: </b>4.85-oz (165-g) 73% chlorine-free merino wool/27% all-recycled polyester. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(150 g 5.2 oz)<br><br>Made in USA."
203,"Merino 2 dress - Stuff this flowing dress into your backpack for the red-eye to LaGuardia, then shake it out for your meeting with the photo editor. Inherently soft and comfortable, our merino naturally resists odor, moves moisture away from the skin, regulates body temperature, and stretches. Merino 2 is made from 73% merino wool wrapped around an all-recycled polyester (27%) core for a luxurious hand and enduring strength. Dress features include a sleeveless A-line silhouette with wide shoulder straps for coverage, a center-front and center-back gathering detail for a flattering shape, and a hemline that hits just above the knee. We slow-wash our merino for next-to-skin softness. Machine-wash cold; lay flat to dry. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Slow-washed merino wool resists odor naturally, insulates even when wet, is durable and stretches, provides superior performance and softness""</li> <li>18.5 micron-gauge yarn and jersey-knit construction for luxurious hand</li> <li>""All-recycled polyester core wicks moisture, while wool next to skin controls odor""</li> <li>A-line silhouette is sleeveless with wide straps for coverage</li> <li>Gathers at center front and center back for fullness and flattering shape</li> <li>""High point shoulder-to-hem (size M) 35""""; hits just above knee""</li> <li>""Machine-wash cold, lay flat to dry""</li></ul><br><br><b>Fabric: </b>4.85-oz (165-g) 73% chlorine-free merino wool/27% all-recycled polyester. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(98 g 3.4 oz)<br><br>Made in USA."
204,"Micro puff vest - Too many alpine shiver-fests can leave you mumbling incoherently and sporting a thousand-yard stare, but this high-loft vest offers cold-weather sanity through ultralight, compressible core warmth. The durable, high-quality synthetic insulation traps heat (even when wet), and the double-ripstop polyester shell blocks wind and resists snow. Made with all-recycled polyester content throughout. With quilted side panels, two invisible-zip handwarmer pockets and an interior zippered chest pocket that doubles as a stuff sack (with a carabiner clip-in loop).<br><br><b>Details:</b><ul> <li>""Ultralight, windproof shell and liner made from 100% all-recycled polyester with a Deluge DWR (durable water repellent) finish""</li> <li>Insulated with superwarm and ultracompressible 100-gram PrimaLoft One</li> <li>Outstanding wet-weather performance and dry times</li> <li>""Pockets: zippered handwarmers and one interior, zippered self-storage pocket""</li> <li>""Full-length front zipper with Deluge DWR finish, backed with a low-bulk wind flap""</li> <li>Drawcord hem</li></ul><br><br><b>Fabric: </b>Shell: 1.5-oz 32-denier 100% all-recycled polyester. Lining: 1.4-oz 22-denier 100% all-recycled polyester. Both have a DWR (durable water repellent) finish. Insulation: 100-g PrimaLoft One polyester. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(271 g 9.4 oz)<br><br>Made in Thailand."
205,"Morning glory capris - Our most versatile capris, made of a supple, smooth-faced nylon/spandex knit (86%/14%), accommodate dynamic moves, wick moisture, and dry quickly. Contrast topstitching highlights the flattering details: asymmetrical side seams, a curved back yoke, a wide, flat waistband and contouring through the thighs. The legs have a straight, slim fit with a slight flare at the cuff. Inside, the brushed interior and flat-seam construction pampers the skin. Low rise. Inseam (size M) is 24"".<br><br><b>Details:</b><ul> <li>""Substantial, ultrastretchy and soft synthetic knit with excellent shape retention; wicks moisture and dries fast""</li> <li>""Flattering, wide, flat waistband""</li> <li>""Curved back-yoke detailing and asymmetric side seams, contoured fit through thigh, slight flare at hem""</li> <li>Flat-seam construction is soft against skin</li> <li>Low rise</li> <li>""Inseam (size M) is 24""""""</li></ul><br><br><b>Fabric: </b>7-oz 86% nylon/14% spandex smooth-faced jersey with moisture-wicking performance<br><br><b>Weight: </b>232 g (8.2 oz)<br><br>Made in Colombia."
206,"Morning glory cross-back tank - Like a best friend, the Cross-Back Tank has your back. Double racerback straps, a full shelf bra and feminine center-front seams provide stylish support. Made of a skin-soothing jersey knit (92% nylon/8% spandex) that keeps its shape and naturally contours to flatter yours. Wear it loose over the hips or cinched with the internal drawstring for inverted yoga poses. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Strappy top combining beauty and function</li> <li>Double straps for support</li> <li>Full shelf bra</li> <li>Flattering front seaming at bust</li> <li>Hip length</li> <li>""Flows over hip, but adjusts with drawcord for closer fit""</li></ul><br><br><b>Fabric: </b>6-oz 92% nylon/8% spandex smooth-faced jersey knit. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(178 g 6.2 oz)<br><br>Made in Colombia."
207,"Multi use shorts - Streamlined, technical and ultra light: Our newest women's shorts move, breathe, and stay limber on trail runs, lunch-break gym sessions and marathon mountain scrambles. The 4-way-stretch fabric (91% all-recycled polyester/9% spandex) resists abrasion and sheds moisture with a Deluge DWR (durable water repellent) finish. The rear hip pockets have secure hook-and-loop tabs, and modest side-seam splits enhance leg range-of-motion. The flat-knit waistband uses minimal elastic for greater comfort, and has an internal drawcord. No brief; 3"" inseam (size M). A reflective heat-transfer logo keeps you visible. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Durable and supple, stretch-woven shell fabric resists snagging and abrasion""</li> <li>Flat-knit waistband uses minimal elastic for greater comfort</li> <li>Internal drawcord adjusts fit</li> <li>Rear hip pockets have secure hook-and-loop tabs</li> <li>Modest side seam split for improved range of motion</li> <li>Reflective heat-transfer logo</li> <li>""3"""" inseam""</li></ul><br><br><b>Fabric: </b>Body: 3.5-oz 75-denier 91% all-recycled polyester/9% spandex with 4-way stretch and Deluge DWR (durable water repellent) finish. Waistband: 5.6-oz 88% polyester/12% spandex. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(86 g 3 oz)<br><br>Made in Vietnam."
208,"Multi use skirt - Even while you're running under a bright sun, this skirt provides unhindered mobility and a comfortable fit. The supple fabric (4-way stretch in the body) now uses a lighter, softer 91% all-recycled polyester/9% spandex blend that resists snagging and abrasion, and dries quickly. A comfortable, flat-knit waistband gives next-to-skin comfort, and an internal drawcord adjusts the fit. The 31/2"" internal compression short has great stretch and a thin, tacky elastic strip at the bottom to hold them in place. A stealthy right-side envelope pocket secures with a hook-and-loop dot closure, and side splits at the hem provide coverage and enhance mobility, 14"" waist-to-hem length. A reflective heat-transfer logo keeps you visible. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Durable and supple, stretch-woven shell fabric resists snagging and abrasion""</li> <li>Flat-knit waistband uses minimal elastic for greater comfort</li> <li>Internal drawcord adjusts fit</li> <li>""3 1/2"""" built-in compression shorts""</li> <li>Stealth envelope-style pocket on wearer's right has hook-and-loop closure for security</li> <li>Single-layer skirt with side splits at hem provides coverage while allowing for good range of motion</li> <li>""14"""" waist to hem length; reflective heat-transfer logo and graphic""</li></ul><br><br><b>Fabric: </b>Body: 3.5-oz 75-denier 91% all-recycled polyester/9%spandex with 4-way stretch and Deluge DWR (durable water repellent) finish. Waistband: 5.6-oz 88%  polyester/12% spandex. Lining: 5.8-oz 80% polyester/20% spandex stretch tricot; with a wicking finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(138 g 4.8 oz)<br><br>Made in Vietnam."
209,"Nine trails shorts - Mountain biking, trail running, fast packing: If it gets your heart rate up, then it suits the versatile Women's Nine Trails Shorts. The lightweight fabric is made from a 75-denier 91% all-recycled polyester/9% spandex blend that has 4-way stretch, is tough yet highly breathable, and is treated with a Deluge DWR (durable water repellent) finish. A lightweight, breathable, moisture-wicking built-in liner extends into the waistband, and an interior drawcord provides a comfortable fit. Cut for ample coverage with an open-knit crotch gusset to vent excess heat. Two front pockets with invisible zipper closures and stitched-through pocket bags give secure storage. Inseam (size M) is 5"". Reflective heat-transfer logo and graphic keep you visible. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Supple soft stretch-woven breathable fabric resists snagging and is recyclable; Deluge DWR (durable water repellent) finish for weather protection</li> <li>""Lightweight, breathable, moisture-wicking built-in liner extends into waistband for a comfortable fit""</li> <li>Interior drawcord</li> <li>Two front pockets with zippered closures and stitched through pocket bags for secure storage</li> <li>Open-knit crotch gusset stays dry and puts an end to chafing</li> <li>Reflective heat-transfer logo and graphic</li> <li>""5"""" inseam""</li></ul><br><br><b>Fabric: </b>Body: 3.5-oz 75-denier 91% all-recycled polyester/9% spandex with 4-way stretch and Deluge DWR finish. Lining: 3.8-oz microdenier polyester crepe with moisture-wicking performance. Recyclable through the Common Threads  Recycling Program<br><br><b>Weight: </b>(152 g 5.3 oz)<br><br>Made in Vietnam."
210,"Nine trails vest - Simplicity in action - this vest protects the core, moves, breathes, and weighs nearly nothing. The lightweight, wind-resistant 15-denier 100% nylon is treated with a Deluge DWR (durable water repellent) finish to shed light rain, and the exceptionally breathable stretch-woven back panel (91% all-recycled polyester/9% spandex) vents excess heat. The high-rise tricot-lined neck provides a tight seal; the armholes and hem now have elastic binding. Reflective heat-transfer logos (front and back) and a reflective center-back zippered pocket keep you visible.<br><br><b>Details:</b><ul> <li>""Light, slightly transparent, tough, triple-ripstop nylon soft shell on torso and shoulders; breathable recycled polyester stretch-woven fabric on back; vest is treated with a Deluge DWR (durable water repellent) finish for weather protection""</li> <li>Elastic binding at armholes and hem for a good fit</li> <li>Reflective zippered pocket on back</li> <li>Reflective heat-transfer logos (front and back)</li> <li>Can be worn over baselayers and light midlayers</li></ul><br><br><b>Fabric: </b>Body: 1.1-oz 15-denier 100% nylon with 50-denier triple-ripstop yarns. Back panel: 3.5-oz 75-denier stretch woven 91% all-recycled polyester/9% spandex. Vest  has Deluge DWR finish<br><br><b>Weight: </b>(77 g 2.7 oz)<br><br>Made in Vietnam."
211,"R2 jkt - A modern mountain staple, the adaptable R2 Jacket serves as a stand-alone outer layer when you're on the go or as a superb insulating layer under a shell. The stretchy polyester knit uses variable-length fibers to optimize insulation and compressibility while affording outstanding breathability, warmth, moisture-management and minimal weight. Stretchy R1 fabric (made with 60% recycled polyester) inside the collar and cuffs enhances skin comfort, and the pliable R2 body fabric means you'll move easily. With an easy-to-use front zipper, glued-in zippered pockets (one chest and two handwarmers) and forward-set shoulder seams for pack-wearing comfort. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Highly technical R2 fabric is light, stretchy and compressible, with great breathability""</li> <li>""Insulating long fibers alternate with dense, supportive short fibers to optimize insulation and reduce bulk""</li> <li>Directional knit wicks moisture and speeds dry time</li> <li>Collar and chin flap lined with R1 fabric (made with recycled polyester) for next-to-skin comfort</li> <li>Low-bulk R1 fabric on cuff</li> <li>Pockets: zippered handwarmers and one chest; all welded and trimmed with Supplex to reduce snags</li> <li>Shoulder seams set forward for pack-wearing comfort</li></ul><br><br><b>Fabric: </b>R2 shell: 7.4-oz Polartec Thermal Pro 100% polyester (40% recycled) fleece. R1 panels: 6.5-oz Polartec Power Dry 93% polyester (60% recycled)/7% spandex. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>365 g (12.9 oz)<br><br>Made in Colombia."
